Sex,Age,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023,2023 - 2024,2024 - 2025,2025 - 2026,2026 - 2027,2027 - 2028,2028 - 2029,2029 - 2030,2030 - 2031,2031 - 2032,2032 - 2033,2033 - 2034,2034 - 2035,2035 - 2036,2036 - 2037,2037 - 2038,2038 - 2039,2039 - 2040,2040 - 2041,2041 - 2042,2042 - 2043,2043 - 2044,2044 - 2045,2045 - 2046,2046 - 2047,2047 - 2048,2048 - 2049,2049 - 2050,2050 - 2051,2051 - 2052,2052 - 2053,2053 - 2054,2054 - 2055,2055 - 2056,2056 - 2057,2057 - 2058,2058 - 2059,2059 - 2060,2060 - 2061,2061 - 2062,2062 - 2063,2063 - 2064,2064 - 2065,2065 - 2066,2066 - 2067,2067 - 2068,2068 - 2069,2069 - 2070,2070 - 2071,2071 - 2072,2072 - 2073,2073 - 2074,2074 - 2075,2075 - 2076,2076 - 2077,2077 - 2078,2078 - 2079,2079 - 2080,2080 - 2081,2081 - 2082,2082 - 2083,2083 - 2084,2084 - 2085,2085 - 2086,2086 - 2087,2087 - 2088,2088 - 2089,2089 - 2090,2090 - 2091,2091 - 2092,2092 - 2093,2093 - 2094,2094 - 2095,2095 - 2096,2096 - 2097,2097 - 2098,2098 - 2099,2099 - 2100,2100 - 2101,2101 - 2102,2102 - 2103,2103 - 2104,2104 - 2105,2105 - 2106,2106 - 2107,2107 - 2108,2108 - 2109,2109 - 2110,2110 - 2111,2111 - 2112,2112 - 2113,2113 - 2114
1,64,1177.755381,1086.912801,1063.733232,1042.201337,1021.998961,1002.575817,983.3329767,965.131147,946.6256578,929.2435082,912.8262505,896.5977583,881.3903501,866.8299448,852.8804447,839.4666728,826.7007137,814.8207221,802.8509208,791.8223097,780.8419923,770.7666646,760.9280214,751.6235144,742.1844423,733.2732157,724.2508779,715.7522567,707.0195172,698.8749037,690.3952032,682.3432292,674.0899475,666.0371778,657.7663052,650.2049193,642.259527,634.8460765,627.1045683,619.5159105,612.1528086,605.0534748,597.6811485,590.5035051,583.4283564,576.4837241,569.5452872,562.6716143,556.0194255,549.2903032,542.6237611,535.9901162,529.6323647,522.8936086,516.7342109,510.5079151,504.4280236,498.3156707,492.2856818,486.6847025,480.5785004,474.9583227,469.0204815,463.2865557,457.9052402,452.2799098,447.0818541,441.2873018,435.9944996,431.1296293,425.915429,420.6660861,415.8199646,410.8664799,405.77214,400.9563676,396.2797798,391.5378387,386.7356387,382.2582626,377.3818687,373.1472567,368.2414321,364.1182232,359.7088469,355.4311061,351.0770409,346.683433,342.7058982,338.6623145,334.4009951,330.1970996,326.4929582,322.5565147,318.619593,315.1247006,311.0481179,307.3843945,303.7051043,299.9647043
1,65,1285.601042,1185.066866,1158.839234,1134.313125,1112.395434,1091.256754,1070.623283,1051.087155,1031.849782,1012.712865,994.4299752,977.1475646,960.2953833,944.7926866,929.5284161,914.6537691,901.2426893,887.605491,875.2465052,862.8569599,851.2102107,839.8939925,829.0848984,818.7871043,809.0431171,799.2464477,789.3947476,780.044349,770.7517913,761.2237647,752.2706833,742.7771433,734.3686253,725.6979429,716.802136,708.3902077,699.735147,691.4644272,683.4642332,675.1096379,667.2178229,658.9274942,651.1494007,643.5696184,635.4744253,628.1842958,620.5981,613.1643521,605.6819502,598.4633477,591.2742542,584.2334699,577.1862296,569.906461,563.2247789,556.5047241,549.5649278,542.8302227,536.321829,530.2567553,523.855991,517.2858798,511.3304005,504.8216405,498.7265536,492.8337288,486.8779524,481.1513032,475.5030081,469.7333309,463.8088098,458.4177514,452.8071624,447.6164007,442.1467144,436.7950088,431.7609289,426.6817779,421.5341953,416.3049255,411.3973713,406.2851983,401.5958484,396.6328315,392.0179677,387.3047094,382.7033151,377.7963958,373.2483272,369.1028761,364.6799018,360.0376523,355.6598573,351.5910602,347.1010064,343.0251714,339.2132275,334.8316804,330.8815926,326.7328581
1,66,1409.751251,1297.750709,1267.337197,1239.822804,1214.271707,1190.841717,1168.963612,1147.956304,1127.234074,1106.977281,1086.949121,1068.390618,1050.05846,1032.792485,1016.010717,1000.140476,984.8948946,970.7045213,956.444012,943.3086975,930.5816673,918.5226635,906.2730013,895.0613209,884.2000983,873.7463514,863.037834,852.5729629,842.140417,832.0949288,822.236299,812.3267861,802.570022,793.039431,783.4776681,774.188049,764.8920349,755.6856202,746.8053395,738.2488649,729.296228,720.5951539,711.8953245,703.2623991,695.3315543,686.3572818,678.3413053,670.4407424,662.2432597,654.3849926,645.9867276,638.5956623,631.0342343,623.1611561,615.7709017,608.309143,600.9075676,593.6449152,586.5440836,579.2988634,572.6257747,565.6410397,558.7628665,552.1626903,545.4284784,538.6313371,532.505621,526.2299228,519.7095447,513.3141532,507.0354379,501.2942293,495.2756932,489.2811307,483.5155116,477.7232379,472.104943,466.220074,460.7348373,455.1790065,449.9399552,444.1752473,439.0338295,433.6679406,428.6409926,423.3101079,418.2793108,413.1282512,408.2745025,403.1348933,398.5936607,393.7683135,388.9259214,383.9468806,379.6946101,375.2296275,370.3973635,366.2519324,361.7478404,357.4987334
1,67,1552.533487,1426.571325,1391.6599,1359.988344,1330.957064,1305.015313,1280.369194,1257.313129,1234.981192,1213.33255,1192.031863,1176.567702,1162.022264,1143.026402,1124.118918,1106.943735,1089.878625,1073.933929,1058.533452,1043.518461,1029.703815,1016.17096,1003.191205,990.3362549,978.610001,966.5821011,955.007114,943.506305,931.5298034,921.0696075,909.5951192,898.3405109,887.8357857,877.2393251,867.0542041,856.4386469,846.1522923,835.9986709,826.0303901,816.4491423,806.955114,797.3679026,787.7642612,778.0317219,769.0510364,759.8446781,750.7951687,741.6920489,733.0667636,723.790706,715.1170911,706.477352,698.0082282,689.6754988,681.2071262,673.1167298,664.6764069,656.7871266,648.9963392,641.1460399,633.3735475,625.7602052,618.4297358,610.893134,603.8520936,596.0932127,589.0005914,581.9378069,575.1526993,567.966101,561.1711171,554.5206988,547.8356108,541.5639122,534.9295637,528.5477099,521.9821391,515.8739369,509.7612738,503.4533089,497.4913553,491.608927,485.8253194,480.0159651,473.9598036,468.6443032,462.7836031,457.4078532,451.4601421,446.2049525,440.6361176,435.6498876,430.5769401,425.2782438,420.0508622,414.9587571,409.8740181,405.2451503,400.3303174,395.4752858
1,68,1715.239756,1574.1817,1532.782514,1495.996907,1463.158456,1432.652247,1405.079611,1379.539958,1355.131949,1331.708872,1309.114273,1297.41252,1286.310577,1265.157954,1245.026913,1225.433734,1207.082448,1189.360443,1172.049497,1156.254214,1140.00378,1125.417902,1111.136821,1096.932219,1083.330111,1070.666166,1057.570623,1044.559228,1031.954154,1019.595082,1007.506774,995.183347,982.6688573,971.1135321,959.6512574,948.5117194,937.0996497,926.2500748,914.7086013,903.7467628,893.3967664,882.9802449,872.5036932,861.6862629,851.4166987,841.4430311,831.6909871,821.2295342,811.4156845,801.9253719,792.2059268,782.4687616,773.4421171,763.6603983,754.3941419,745.4163974,736.6833046,727.6498075,719.1028945,710.419854,701.8452604,692.9526239,684.6761121,676.7731156,668.2777587,660.4709024,652.4422687,644.2801483,636.7680114,629.0317049,621.5602193,614.0934446,606.5933781,599.5628009,592.5741975,585.2649316,578.4469518,571.290984,564.2511586,557.6864923,551.1796797,544.5907639,537.8400522,531.6035427,525.1084823,518.982632,512.5108238,506.7371803,500.1468837,494.4305224,488.322874,482.5014686,476.6193136,470.8541294,465.2736568,459.769175,454.207824,448.8741263,443.4197415,438.1086441
1,69,1897.950301,1741.470073,1693.878862,1650.900613,1613.11495,1577.736251,1546.101534,1517.154205,1489.761988,1464.15432,1439.250878,1427.426354,1415.712306,1391.880462,1370.059814,1348.460643,1328.445778,1308.638985,1289.97548,1271.728406,1255.01802,1238.163184,1222.744846,1207.136437,1192.375887,1177.935889,1163.554633,1149.780741,1135.456588,1121.895076,1108.251912,1095.000043,1081.756195,1068.219748,1055.895818,1043.555774,1031.152217,1018.887129,1006.667437,994.4446308,982.7249144,971.3150379,960.1730168,948.5523176,936.7130542,925.4255607,915.1290178,904.3297375,893.0879418,882.2986384,871.8915505,861.2329825,851.097001,840.4457575,830.5069477,820.5153753,810.4892236,800.812471,790.9155516,781.4650672,772.3653476,762.5930042,753.4877524,744.5279866,735.8068842,726.5435738,718.3805514,709.2092881,700.5837109,692.6005878,684.1065986,675.8919368,667.5122845,659.7924688,651.7511621,644.0263381,636.4508054,628.750644,621.1975118,613.6290465,606.3825929,599.2362089,591.9996576,585.0007604,578.0817631,571.0978198,564.2489467,557.2384265,550.4755759,544.1385219,537.5853053,531.0318429,524.738893,518.3612421,512.3023249,505.806025,499.8090294,493.9713048,487.9741966,482.0829538
1,70,2105.202757,1929.323213,1876.342339,1826.436294,1781.195946,1741.732455,1704.737998,1671.645627,1640.924755,1612.616728,1585.329709,1565.804973,1546.004169,1521.370506,1496.812555,1473.776194,1451.252144,1430.117746,1409.671136,1390.305033,1370.863476,1353.680089,1335.627582,1319.091168,1303.239281,1287.357926,1271.680429,1256.321586,1241.215217,1226.142743,1211.129296,1196.363192,1182.677943,1167.831471,1153.545115,1140.050226,1126.384363,1113.166302,1099.970772,1086.84651,1073.884617,1060.935731,1048.431991,1036.23662,1024.024631,1011.853417,999.5510013,987.8154222,976.3334904,964.0031859,952.6825044,941.4964688,929.862669,918.8146172,907.6404029,896.5263287,885.7180167,875.0571471,864.3674319,854.1150013,843.7616373,833.7567158,823.2829532,813.5124064,803.8942415,794.3172991,784.5012623,775.5550958,765.4472399,756.2973645,747.3427936,738.7252507,729.751831,720.6635044,712.0570171,703.6381489,695.3744274,687.088648,678.4853041,670.5200823,662.6167462,654.6665923,647.0724807,639.1667797,631.4741723,624.0663256,616.359062,608.9847883,601.6342064,594.289152,587.5596774,580.1539105,573.3552443,566.3685371,559.6963931,552.7124704,546.3278091,539.6214189,533.0910254,526.8289101
1,71,2331.29642,2138.615363,2077.118705,2021.429681,1969.289725,1922.427643,1880.72977,1842.686946,1807.393228,1775.440839,1744.972285,1716.452217,1689.008258,1662.349112,1636.401059,1610.8555,1586.672181,1563.302763,1541.018159,1519.43495,1498.947604,1479.385782,1460.875857,1442.068064,1425.036594,1407.986587,1390.647147,1373.754494,1356.731598,1340.579663,1324.087542,1308.573977,1292.685276,1277.150037,1261.555741,1246.094087,1231.336114,1216.621754,1202.529576,1188.125082,1174.006063,1160.011221,1145.882836,1132.708021,1119.447391,1106.163385,1092.869425,1079.625657,1066.9585,1054.594861,1041.645663,1029.00753,1016.863019,1004.663912,992.6685812,980.5451871,968.4846188,956.9159791,945.6803782,933.7437064,922.5204512,911.6284931,900.8551937,889.4956223,878.6983318,868.5038951,858.0437918,847.374987,837.5409744,827.0489067,817.2223934,807.5566802,797.9146746,788.3453812,778.7156966,769.1654621,760.1061562,751.0438134,742.0101869,733.3266195,724.2720817,716.0139014,707.3374922,699.0654246,690.688381,682.2801208,674.1536476,666.1323436,657.9938667,650.0670747,642.1152847,634.5367763,626.887885,619.3896542,611.8887626,604.6786482,597.3561266,590.0105329,582.9760617,576.1282081
1,72,2576.622519,2365.49521,2299.008423,2235.2482,2177.491704,2122.710011,2073.645884,2030.511118,1990.361979,1953.681157,1920.030203,1887.751922,1857.815209,1828.853351,1801.176162,1773.517589,1746.277989,1721.065507,1696.415943,1673.063166,1650.482115,1628.994604,1607.92767,1588.335278,1568.310346,1549.61436,1531.507305,1512.603321,1494.218548,1475.895502,1458.469278,1440.798115,1423.427301,1406.23999,1389.571697,1371.861091,1355.253271,1339.624464,1323.239898,1308.19495,1292.618908,1277.102933,1261.518619,1246.755523,1232.014435,1217.750952,1203.347276,1188.794057,1174.66337,1160.637978,1147.074852,1132.879638,1119.227536,1106.106946,1093.004625,1079.806621,1066.428359,1053.45562,1040.822017,1028.172072,1015.891078,1003.723787,991.9650828,979.9343214,967.7621313,956.133661,945.0044386,933.6553097,921.9632074,911.2116437,899.9294173,888.9373714,878.6999683,868.0334286,857.5296108,847.0308034,837.3240297,827.0980655,817.3799872,807.3115671,797.8462297,788.2978469,778.7880831,769.7964761,760.1787477,751.538527,742.1733455,733.5198251,724.7310372,715.7993056,707.264445,698.8854376,690.627508,682.2582597,673.7860235,665.9248481,657.9003344,649.9669204,642.0070438,634.164766
1,73,2843.715887,2613.039363,2540.898816,2472.16874,2405.436922,2345.57024,2288.58011,2237.63048,2192.39431,2150.330807,2112.181672,2076.004507,2042.95145,2011.054492,1980.419003,1950.77279,1922.042718,1893.382463,1867.1931,1841.28847,1816.266201,1792.675716,1769.978929,1747.448091,1726.612825,1705.291449,1685.022533,1665.063311,1644.728295,1624.583287,1604.751271,1585.805956,1566.772082,1547.629093,1529.117901,1510.707348,1492.319392,1474.097614,1456.87662,1439.323985,1422.449166,1405.925493,1389.161423,1371.914205,1355.762382,1340.112584,1324.567492,1308.524165,1292.855247,1277.133006,1262.021354,1247.747489,1232.293656,1217.515318,1202.993834,1188.656029,1173.964683,1160.113177,1146.212898,1132.311445,1118.825326,1104.917487,1091.410944,1078.632294,1065.720704,1052.524113,1039.921881,1027.449318,1015.404302,1002.821862,991.2398425,978.8408625,967.1740195,955.5028276,944.2428499,932.7254693,921.5123365,910.4758491,899.6831067,889.0405586,878.3215672,867.5864343,857.2894827,847.1400805,837.1566923,827.2498606,817.2333169,807.5420425,797.9027562,788.3175083,778.7795751,769.3860712,760.11405,751.3609,742.0153406,732.7419142,724.2678176,715.5975871,706.7972068,698.6046924
1,74,3133.229671,2883.492907,2807.031264,2733.016354,2661.34226,2591.602477,2529.160201,2469.657441,2416.630281,2369.61232,2325.880715,2285.12866,2247.612503,2212.083082,2178.976734,2146.830869,2115.750551,2085.233896,2055.650824,2026.998725,2000.140587,1973.85459,1948.626621,1924.721985,1900.978043,1878.435529,1855.216176,1833.187718,1811.59899,1789.151552,1767.236839,1746.162672,1725.194233,1704.670617,1683.61108,1663.455228,1643.579378,1623.590044,1603.539769,1584.799086,1566.017449,1547.727489,1529.398219,1510.982275,1493.071884,1475.226505,1457.761192,1440.893136,1423.908609,1407.015302,1389.657097,1373.661747,1357.51984,1340.54176,1324.512965,1309.136333,1293.202644,1277.940206,1262.444988,1247.084133,1232.22006,1217.160955,1202.439071,1187.69216,1173.924551,1159.713396,1145.234044,1131.722301,1118.138405,1105.134748,1091.307773,1078.509835,1065.302464,1052.581476,1039.732212,1027.630451,1015.004717,1002.541076,990.9918054,978.8902915,967.4780759,955.8314621,944.4210433,933.1060269,921.8371355,911.0434464,900.1674679,889.3948085,878.6875076,868.2433031,857.8290191,847.4332381,837.3639394,827.3741513,817.20799,807.4939646,797.5876136,788.2331002,778.64869,769.3510086
1,75,3457.114479,3179.635501,3100.494572,3021.160181,2944.25646,2868.786459,2796.699542,2731.437301,2669.049747,2613.821441,2564.752191,2518.91002,2476.047814,2436.677044,2399.560865,2364.295165,2330.425794,2297.432193,2265.308861,2233.739416,2203.742394,2175.312503,2147.583968,2121.106551,2095.67583,2070.144806,2045.636483,2020.121229,1996.09994,1972.824895,1948.614726,1924.929402,1901.765003,1879.053994,1856.348387,1833.832054,1811.688559,1790.338734,1768.393725,1746.563018,1726.215933,1706.044545,1685.929104,1665.991866,1646.0234,1625.998216,1606.641141,1587.989182,1569.767051,1550.66822,1532.401606,1513.839483,1496.167747,1478.646753,1460.360144,1443.156634,1426.276094,1408.854836,1391.721294,1374.874011,1358.513988,1342.242844,1325.661108,1309.881216,1293.700493,1278.704918,1263.254968,1247.670704,1232.550494,1218.300611,1203.826499,1189.069776,1175.298011,1160.4436,1146.510379,1132.991323,1119.315264,1106.162125,1092.563236,1079.264321,1066.667876,1053.95068,1041.300503,1028.926965,1016.746078,1004.744005,992.6515254,980.7651754,968.9773135,957.2125541,945.9228446,934.8581462,923.3354797,912.3251925,901.5709123,890.5862287,879.7909696,869.1917023,858.8904778,848.5405125
1,76,3827.580719,3518.254468,3428.992399,3346.121541,3263.235897,3182.630376,3104.390088,3028.364844,2960.597646,2895.163733,2837.438167,2785.614086,2737.350459,2692.653183,2650.533834,2611.915661,2574.794213,2538.246764,2503.305753,2469.56447,2436.243548,2404.383859,2373.252302,2344.268856,2315.371978,2287.733061,2260.249389,2233.699945,2206.267366,2179.963082,2153.894692,2127.983101,2102.314507,2076.593039,2051.670985,2027.310632,2002.773306,1978.923933,1955.492536,1931.228115,1907.910554,1885.617952,1863.182055,1841.349237,1819.449611,1797.991522,1776.283055,1755.17239,1734.331781,1714.448891,1693.73821,1673.644534,1653.444423,1634.155643,1615.306633,1595.211592,1576.379519,1558.108953,1538.772311,1520.42627,1502.352306,1483.929557,1465.823568,1448.36884,1430.500188,1413.165964,1397.12204,1380.421898,1363.043989,1346.97912,1330.974243,1315.197775,1298.8527,1283.852063,1267.798662,1252.765752,1237.978659,1223.150464,1208.394794,1193.75862,1179.477778,1165.365769,1151.462177,1137.708314,1124.279811,1110.706749,1097.465319,1084.457349,1071.512655,1058.887064,1046.234829,1033.602804,1021.163789,1009.126276,996.8872566,985.083565,973.2147947,961.4817239,949.8919268,938.5585635
1,77,4254.137736,3906.246143,3804.943875,3710.653214,3624.309162,3537.563128,3451.804089,3369.821634,3290.793608,3219.640439,3151.36282,3091.103657,3036.411809,2985.341731,2938.352755,2894.326539,2852.00877,2812.239418,2774.495757,2736.770842,2701.012583,2664.518669,2630.55722,2598.311863,2566.684726,2536.067369,2506.243552,2475.443085,2446.726399,2416.104397,2387.711195,2359.312304,2330.60245,2302.434448,2274.739895,2247.403617,2220.534271,2194.000964,2167.461202,2141.600739,2115.262969,2090.089051,2065.421942,2040.877689,2017.132476,1993.176539,1969.408934,1946.165555,1922.716982,1900.251925,1878.099998,1855.676434,1833.78413,1811.667333,1790.488203,1769.624446,1747.427335,1727.222131,1706.941328,1685.983888,1665.815353,1645.578482,1626.078966,1606.794632,1586.968806,1567.878654,1548.802801,1530.765531,1512.245354,1493.349094,1476.010169,1458.541049,1441.147504,1423.444248,1407.124311,1389.145564,1372.677965,1356.703554,1340.436049,1324.124848,1307.818105,1292.646426,1277.096286,1261.876194,1247.130281,1232.078367,1217.229851,1202.893588,1188.681928,1174.393308,1160.423476,1146.595361,1132.779171,1119.347336,1105.603186,1092.737372,1079.577816,1066.517994,1053.759018,1041.306733
1,78,4742.645656,4347.641128,4229.984211,4123.89006,4024.524365,3933.576601,3841.699888,3752.926074,3666.762372,3583.635639,3509.402373,3437.983709,3374.346536,3316.691483,3262.931294,3212.613906,3165.989294,3121.076977,3079.228754,3038.494081,2998.629939,2959.766813,2920.643871,2884.965566,2850.744928,2816.276749,2782.977736,2749.549087,2716.285406,2684.406105,2651.123437,2620.263864,2589.116583,2557.822428,2526.798939,2496.028395,2466.543906,2436.709633,2407.483572,2378.421,2350.678421,2321.819456,2293.723491,2266.896606,2240.127657,2213.925269,2188.061008,2161.665378,2135.564462,2110.615829,2085.971212,2062.004571,2036.94738,2012.991224,1988.433314,1965.615682,1942.471279,1918.615865,1895.986442,1873.760749,1851.220242,1828.828971,1807.015377,1785.038544,1763.843284,1742.240878,1721.683182,1700.808489,1680.610196,1660.462632,1640.035164,1620.548668,1601.420876,1582.550026,1563.237191,1545.033904,1525.759854,1507.492306,1489.683182,1471.900955,1454.070171,1436.605694,1419.433503,1402.513022,1385.834932,1369.274266,1353.383111,1336.908877,1321.148741,1305.418719,1289.708819,1274.318416,1259.235701,1244.15363,1229.190217,1214.557211,1200.074359,1185.68842,1171.339479,1157.223391
1,79,5303.467787,4858.524145,4718.529939,4594.763309,4481.649791,4377.702616,4281.951417,4185.191256,4091.630379,4001.105302,3914.748567,3835.984991,3761.144039,3693.959693,3632.89224,3575.803535,3522.930977,3472.926242,3425.339578,3380.487993,3337.038581,3293.775823,3251.253794,3211.001248,3172.968135,3135.109797,3097.803531,3060.980909,3024.420977,2987.756639,2953.019744,2916.47285,2882.092775,2848.003393,2813.428515,2779.445672,2746.098175,2713.879555,2680.941675,2648.612989,2616.887995,2586.201103,2554.662642,2523.755353,2494.195378,2464.689814,2436.318743,2407.19275,2378.3758,2350.037205,2322.05024,2295.470116,2268.706421,2241.368303,2215.036334,2188.182639,2162.869956,2137.674776,2111.300919,2086.679477,2062.071971,2036.878675,2012.612299,1988.489563,1964.717082,1941.133654,1917.844391,1894.984687,1871.634805,1849.610967,1827.448284,1805.166102,1783.592489,1762.536103,1741.82012,1720.358766,1700.357375,1679.230569,1659.25254,1639.657985,1620.271235,1600.448496,1581.376244,1562.455067,1543.741729,1525.660777,1507.341253,1489.538768,1472.22722,1454.45469,1437.092517,1419.86268,1402.95435,1386.292944,1369.853428,1353.486486,1337.177778,1321.192022,1305.465493,1289.707722
1,80,5948.135358,5445.058412,5284.594359,5136.678907,5006.189665,4887.084214,4777.290109,4676.300221,4574.347848,4475.441089,4380.6582,4289.265302,4206.420233,4127.273813,4057.005134,3992.022219,3931.624965,3874.992551,3821.436649,3770.583889,3722.796445,3674.48201,3627.88536,3583.986239,3539.867237,3499.026208,3457.340332,3416.462236,3375.097255,3335.544864,3295.259427,3256.749451,3216.81166,3179.174777,3141.600901,3103.529074,3066.121839,3029.155623,2993.178789,2957.242691,2921.984817,2886.724025,2852.88159,2818.104929,2784.131173,2751.764392,2719.158642,2687.65862,2656.210823,2624.520459,2592.749541,2562.356233,2532.870856,2503.389853,2473.169714,2444.348923,2414.7198,2386.69796,2358.892932,2329.856819,2302.568446,2275.919546,2247.966343,2221.350926,2194.409388,2168.151712,2142.233901,2116.470229,2090.686497,2065.834445,2041.669323,2017.285861,1992.162466,1968.767757,1945.657687,1922.67974,1899.181155,1876.901377,1853.513999,1831.442086,1810.126282,1788.27155,1766.902163,1745.465435,1724.769526,1704.503568,1684.088618,1664.03909,1644.358418,1624.878928,1605.39629,1586.267175,1567.870254,1549.084927,1530.717864,1512.330244,1494.199525,1476.308898,1458.682621,1441.245717
1,81,6683.316823,6120.776277,5935.813042,5765.451664,5608.06205,5469.603795,5343.442285,5227.318775,5119.734738,5012.720723,4908.262535,4808.182701,4711.407398,4624.587828,4541.759968,4466.655711,4398.041058,4334.135407,4273.487835,4216.138571,4161.394159,4108.64447,4056.648915,4007.960936,3960.217172,3912.572956,3867.308509,3820.838016,3775.614988,3730.864379,3686.541596,3642.374249,3599.911473,3556.050748,3514.173463,3472.69698,3431.145467,3389.700977,3348.870775,3309.199773,3269.975693,3230.547376,3191.729343,3154.482335,3115.755483,3078.378126,3043.130452,3007.00985,2972.197847,2936.887721,2902.14432,2867.761704,2833.473552,2800.899634,2768.136709,2735.536216,2703.206266,2670.552191,2639.573009,2609.038928,2576.876444,2546.708659,2516.649131,2486.63441,2457.126015,2427.623879,2398.379287,2369.573205,2341.346506,2313.144867,2284.809646,2258.164807,2231.613149,2204.203409,2178.155828,2152.321084,2127.134659,2100.931865,2076.584806,2050.96569,2026.131627,2002.618183,1978.362535,1954.880205,1931.249805,1908.49288,1885.922697,1863.383632,1841.362355,1819.564857,1798.16978,1776.551777,1755.488455,1734.363152,1714.264425,1693.797616,1673.293671,1653.482995,1633.618167,1614.187469
1,82,7517.154294,6888.590865,6682.098315,6484.269923,6302.214482,6135.587709,5987.219769,5855.118985,5732.018533,5618.283933,5504.30613,5394.640798,5288.774805,5186.565685,5094.977657,5007.357735,4927.916227,4855.229676,4786.541387,4722.244539,4661.05701,4600.434604,4543.354648,4488.551991,4435.564187,4384.080151,4331.055721,4281.098546,4230.207806,4180.171693,4130.630906,4082.15448,4032.512395,3986.195827,3937.37115,3891.694904,3845.730063,3799.348905,3754.012034,3708.697065,3664.938698,3621.232799,3577.762632,3535.619862,3494.169668,3451.36544,3409.802408,3370.314538,3330.628935,3292.270266,3253.228494,3214.509351,3176.758078,3138.852581,3102.600924,3067.126923,3030.275836,2994.73717,2958.760073,2924.536174,2890.508063,2854.903079,2821.601087,2788.286718,2754.912336,2722.422833,2689.690833,2657.737046,2625.661812,2594.319419,2563.259023,2532.007855,2502.758655,2473.173461,2442.659046,2413.877618,2385.094281,2357.182254,2328.304459,2301.586696,2273.221367,2245.867705,2219.619812,2193.004101,2167.028266,2140.825416,2115.157451,2090.703198,2065.487171,2041.210417,2017.019914,1992.963414,1969.467742,1946.023943,1922.912321,1899.876276,1877.595895,1855.259946,1832.849935,1811.295419
1,83,8452.927202,7752.676338,7523.199204,7302.221718,7090.746476,6897.170116,6719.232088,6562.98466,6422.370142,6292.018221,6171.408923,6050.521763,5934.285211,5822.844831,5716.077612,5619.022283,5526.70325,5442.217395,5365.192758,5292.58619,5222.547204,5155.478758,5090.051056,5029.811229,4971.792769,4913.488651,4856.487205,4798.159103,4742.461017,4686.121018,4630.979695,4576.299663,4522.333891,4468.125105,4416.088469,4362.637529,4311.656438,4261.026185,4209.876191,4159.584829,4109.820168,4060.920642,4012.809481,3965.136695,3917.964575,3872.378137,3825.546199,3779.699048,3735.762619,3691.850171,3649.267621,3606.233719,3563.122384,3521.080924,3479.93811,3439.659068,3400.06851,3359.206202,3320.152056,3279.692988,3242.261418,3204.650101,3165.465937,3128.402526,3092.164827,3054.858351,3018.355901,2981.844487,2946.514101,2911.836821,2876.850632,2842.361214,2807.887697,2775.034699,2742.698498,2708.813296,2676.923463,2645.52193,2614.543347,2582.465075,2552.533598,2521.127643,2491.163982,2461.773234,2432.784439,2403.374392,2374.450846,2346.480344,2318.765679,2291.520789,2264.155711,2237.238803,2211.200429,2184.56026,2158.968623,2133.391174,2108.138351,2082.827626,2057.941139,2033.908403
1,84,9490.496667,8717.745983,8466.80632,8220.401439,7983.230492,7758.04816,7550.396315,7361.193587,7196.565889,7047.264222,6909.987946,6781.75996,6655.082998,6532.084148,6414.674758,6300.988738,6198.433617,6101.17442,6012.463162,5930.202295,5852.41854,5775.748772,5703.649141,5635.41767,5570.102357,5505.450777,5441.481252,5378.930106,5314.393395,5252.665052,5191.409372,5129.102474,5069.493347,5010.059268,4949.92289,4892.744987,4833.239714,4776.847614,4721.181087,4664.900774,4609.285714,4554.116717,4500.790362,4446.966113,4394.190392,4342.524562,4292.008148,4239.510838,4188.85478,4140.60509,4091.888011,4044.9407,3997.181005,3950.216076,3903.11232,3857.559837,3812.818079,3768.735476,3724.23433,3680.323512,3636.619572,3594.564188,3553.137869,3509.797744,3468.886275,3428.12586,3387.100688,3346.584529,3307.078819,3267.559402,3228.721161,3190.3578,3152.019298,3113.974487,3077.983913,3041.638017,3004.435665,2969.033982,2934.29313,2899.825472,2864.235876,2831.236813,2796.456371,2763.168098,2730.926967,2698.422201,2665.848393,2634.005426,2603.046039,2572.409585,2541.71381,2512.137993,2482.094471,2452.726845,2424.10165,2395.037122,2366.699612,2338.688532,2310.77642,2283.551322
