Sex,Age,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023,2023 - 2024,2024 - 2025,2025 - 2026,2026 - 2027,2027 - 2028,2028 - 2029,2029 - 2030,2030 - 2031,2031 - 2032,2032 - 2033,2033 - 2034,2034 - 2035,2035 - 2036,2036 - 2037,2037 - 2038,2038 - 2039
1,9,7.225017828,6.664957703,6.494106598,6.266978087,6.056605031,5.977879455,5.83878189,5.740205201,5.663335917,5.552651814,5.589517953,5.54047983,5.498124064,5.221616066,5.193021052,5.170892108,5.154270841,5.139604507,5.132266677,5.135105801,5.14518183,4.92632216,4.940449934,4.9510261,4.960006991
1,10,7.624981618,7.197859836,6.898604566,6.723333578,6.489581218,6.281885097,6.200877424,6.057125684,5.95512811,5.884381322,5.779059338,5.817314509,5.526156138,5.484018259,5.445043531,5.415300579,5.392295348,5.374980866,5.359749909,5.352116937,5.355070262,5.132266677,5.147878664,5.162616555,5.173652469
1,11,9.241807698,8.408717942,7.969513953,7.385797112,7.199531286,7.19068375,6.987665566,6.660196761,6.506150636,6.396885631,6.338504301,6.243876198,6.285096827,6.230245927,6.182880081,6.139039807,5.870749577,5.845888353,5.827152667,5.81068329,5.802429593,5.805623094,5.816943127,5.834605277,5.851251817
1,12,10.81608808,10.32147201,10.00167596,9.53249721,9.395000083,8.912391195,8.845252311,8.651735214,8.541077243,8.344004775,8.204239997,7.493206355,7.425229733,7.474120857,7.409062718,7.115690453,7.065365226,7.026937766,6.764014046,6.742406365,6.72338265,6.713872133,6.717557959,6.730623058,6.751007704
1,13,13.61116782,12.75544551,12.22874422,11.85295334,11.34886544,10.88586926,10.61499059,10.25165427,10.06611279,9.937711842,9.708973519,9.546788926,9.341461962,9.315868866,9.1365591,9.057269352,8.988753414,8.925352346,8.876959501,8.839521968,8.811359233,8.786563956,8.774188186,8.778972052,8.7959807
1,14,17.5044569,16.31709368,15.526438,14.95014542,14.49403731,14.20334989,13.62688332,13.28941264,13.0735267,12.66444362,12.503406,12.21641494,11.78626515,11.87553047,11.66957017,11.506142,11.40658659,11.08473573,11.00672933,10.94722622,10.90121757,10.86656209,10.83609711,10.82085386,10.82678639
1,15,22.42520802,20.87221787,20.34464936,19.36472477,18.4458161,17.88937425,17.53460795,17.07845415,16.41253771,16.09145626,15.69995016,15.50123599,15.14697732,15.1214057,14.8373284,14.69934505,14.556336,14.43095321,14.32259413,14.22224709,14.14569837,13.85561297,13.81169367,13.77317193,13.75384965
1,16,29.06887007,26.94475031,25.53677096,25.14406593,23.71526063,22.99753735,22.3105792,21.61160048,21.24399857,20.72286219,20.02195348,19.88933008,19.40503689,19.19201612,18.87504719,18.4630013,18.40738372,18.28896083,18.13219548,17.99666711,17.87115132,17.77535643,17.93124059,17.64545469,17.59650081
1,17,36.39400247,33.67514455,32.14355053,30.89080365,30.11055456,29.07926731,27.7289199,26.90881079,26.38317684,25.5793855,24.95578223,24.58509722,24.00604387,23.70538391,23.39648871,23.01228588,22.71381964,22.75366228,22.19163659,22.23668257,22.0714138,21.91844033,21.80164178,21.71150664,22.09889369
1,18,44.08508668,40.38488768,38.85077393,37.39106989,36.04144766,34.88691942,33.42749658,32.55453557,31.86260427,30.99020095,30.25807928,29.52720464,29.23969823,28.45627064,27.87254186,27.6982111,27.24711136,27.29152121,27.20019342,26.67122105,26.44618896,26.25131257,26.29966062,26.38822539,26.50669011
